ticker,abbreviated name
sz300881,盛德鑫泰
sz002728,特一药业
sz002724,海洋王
sz300332,天壕环境
sz300333,兆日科技
sz002686,亿利达
sz300334,津膜科技
sz300380,安硕信息
sh603005,晶方科技
sz300365,恒华科技
sh601608,中信重工
sz300336,*ST新文
sz300335,迪森股份
sz300399,天利科技
sz300379,东方通
sz300359,全通教育
sh603100,川仪股份
sz002756,永兴材料
sz002687,乔治白
sz002905,金逸影视
sh603008,喜临门
sz300338,ST开元
sz002689,远大智能
sz002712,思美传媒
sz300386,飞天诚信
sz300405,科隆股份
sz300342,天银机电
sz300378,鼎捷软件
sz300387,富邦股份
sh601865,福莱特
sh688789,宏华数科
sz300341,麦克奥迪
sz002773,康弘药业
sh603077,和邦生物
sh603056,德邦股份
sh605208,永茂泰
sz300390,天华超净
sh603111,康尼机电
sh603099,长白山
sh688687,凯因科技
sh603799,华友钴业
sz002831,裕同科技
sz002692,ST远程
sh603766,隆鑫通用
sz002693,双成药业
sz002694,顾地科技
sz300347,泰格医药
sz300348,长亮科技
sz300349,金卡智能
sh600959,江苏有线
sz002695,煌上煌
sh600917,重庆燃气
sz002697,红旗连锁
sh601828,美凯龙
sh603566,普莱柯
sh603399,吉翔股份
sz002815,崇达技术
sz002726,龙大美食
sz002698,博实股份
sz300352,北信源
sh601579,会稽山
sz300351,永贵电器
sz002748,世龙实业
sz300354,东华测试
sh603989,艾华集团
sz300355,蒙草生态
sz002700,ST浩源
sz002782,可立克
sh688199,久日新材
sz300828,锐新科技
sh601326,秦港股份
sh601016,节能风电
sz300356,*ST光一
sh688366,昊海生科
sz002703,浙江世宝
sz001207,联科科技
sh603767,中马传动
sh688819,天能股份
sh688038,中科通达
sh603166,福达股份
sz300567,精测电子
sh688262,国芯科技
sh605099,共创草坪
sh601997,贵阳银行
sz002941,新疆交建
sz002948,青岛银行
sz300505,川金诺
sh601968,宝钢包装
sh600903,贵州燃气
sz002936,郑州银行
sz300895,铜牛信息
sh603299,苏盐井神
sh601228,广州港
sh603225,新凤鸣
sh600023,浙能电力
sz002717,岭南股份
sh603803,瑞斯康达
sz300845,捷安高科
sz300824,北鼎股份
sh603722,阿科力
sh688181,八亿时空
sh688508,芯朋微
sz300632,光莆股份
sh603580,艾艾精工
sz002932,明德生物
sh605589,圣泉集团
sh688080,映翰通
sh605289,罗曼股份
sz300596,利安隆
sz300579,数字认证
sh603979,金诚信
sh603843,正平股份
sh603389,亚振家居
sh603069,海汽集团
sh601595,上海电影
sz300527,中船应急
sz300491,通合科技
sz300476,胜宏科技
sz002802,洪汇新材
sz002801,微光股份
sz002798,帝欧家居
sz002796,世嘉科技
sz300521,爱司凯
sz002757,南兴股份
sz002800,天顺股份
sz300475,香农芯创
sz002770,*ST科迪
sz002779,中坚科技
sz300536,农尚环境
sh603355,莱克电气
sh603701,德宏股份
sh603818,曲美家居
sh603227,雪峰科技
sz002781,*ST奇信
sz300467,迅游科技
sz300452,山河药辅
sz300501,海顺新材
sz300530,*ST达志
sz002761,浙江建投
sz002791,坚朗五金
sz300463,迈克生物
sz300523,辰安科技
sh603696,安记食品
sh603726,朗迪集团
sh603959,百利科技
sz002771,真视通
sh603730,岱美股份
sh603026,石大胜华
sz002776,ST柏龙
sz300441,鲍斯股份
sz300448,浩云科技
sz300511,雪榕生物
sz300513,恒实科技
sh603866,桃李面包
sh603528,多伦科技
sh603101,汇嘉时代
sz002818,富森美
sz002767,先锋电子
sh601868,中国能建
sh603909,合诚股份
sh603703,盛洋科技
sh603999,读者传媒
sh603918,金桥信息
sh603798,康普顿
sh603779,威龙股份
sh603608,天创时尚
sh603520,司太立
sh603031,安德利
sz300552,万集科技
sz300529,健帆生物
sz002780,三夫户外
sh601512,中新集团
sh601882,海天精工
sz300492,华图山鼎
sz300479,神思电子
sz300469,信息发展
sz002755,奥赛康
sz300466,赛摩智能
sh603996,退市中新
sz002783,凯龙股份
sh603816,顾家家居
sh603556,海兴电力
sh603667,五洲新春
sh688101,三达膜
sh603868,飞科电器
sh603919,金徽酒
sz002762,金发拉比
sz002763,汇洁股份
sz002766,索菱股份
sz002769,普路通
sz002775,文科园林
sz300472,新元科技
sz300478,杭州高新
sz300471,厚普股份
sz300486,东杰智能
sh603660,苏州科达
sh603515,欧普照明
sz300480,光力科技
sh603421,鼎信通讯
sh601500,通用股份
sz300806,斯迪克
sz300494,盛天网络
sz300490,华自科技
sz300489,光智科技
sh601811,新华文轩
sh603160,汇顶科技
sh603090,宏盛股份
sz300555,路通视信
sz300432,富临精工
sh603986,兆易创新
sz002760,凤形股份
sh603663,三祥新材
sz300547,川环科技
sz300522,世名科技
sz300496,中科创达
sz300484,蓝海华腾
sz002819,东方中科
sz002788,鹭燕医药
sh603887,城地香江
sz002817,黄山胶囊
sz002821,凯莱英
sz002822,中装建设
sz002832,比音勒芬
sh603189,网达软件
sz002787,华源控股
sz002789,建艺集团
sz002793,罗欣药业
sz002806,华锋股份
sz300535,达威股份
sz002809,红墙股份
sz002811,郑中设计
sz300559,佳发教育
sz300534,陇神戎发
sz300664,鹏鹞环保
sz300462,华铭智能
sz300512,中亚股份
sh603383,顶点软件
sh603718,海利生物
sh601900,南方传媒
sz002795,永和智控
sz002790,瑞尔特
sz300500,启迪设计
sz300517,海波重科
sh600936,广西广电
sz002758,浙农股份
sz002759,天际股份
sh601606,长城军工
sh603159,上海亚虹
sh603690,至纯科技
sh603589,口子窖
sh603977,国泰集团
sh603317,天味食品
sz300519,新光药业
sz300470,中密控股
sh603900,莱绅通灵
sh601366,利群股份
sh601212,白银有色
sh603060,国检集团
sz300453,三鑫医疗
sz300506,名家汇
sz300533,冰川网络
sz300518,盛讯达
sh603367,辰欣药业
sh603616,韩建河山
sh603800,道森股份
sh603825,华扬联众
sh603936,博敏电子
sz002751,*ST易尚
sz002923,润都股份
sz002813,路畅科技
sh601611,中国核建
sz002823,凯中精密
sz300516,久之洋
sz300510,金冠股份
sz003016,欣贺股份
sz301130,西点药业
sh688057,金达莱
sh603929,亚翔集成
sh603508,思维列控
sh603377,东方时尚
sz002820,桂发祥
sh603131,上海沪工
sh603085,天成自控
sz300520,科大国创
sz300485,赛升药业
sz002777,久远银海
sh603958,哈森股份
sh603738,泰晶科技
sh603339,四方科技
sh603266,天龙股份
sh603198,迎驾贡酒
sh601086,国芳集团
sz300528,幸福蓝海
sz300456,赛微电子
sz002803,吉宏股份
sh688360,德马科技
sh603878,武进不锈
sh603859,能科科技
sh603311,金海高科
sz300461,田中精机
sz300572,安车检测
sz300537,广信材料
sz300468,四方精创
sz002856,美芝股份
sz002828,贝肯能源
sh603033,三维股份
sz002772,众兴菌业
sz300473,德尔股份
sz300474,景嘉微
sh603028,赛福天
sh603036,如通股份
sh603838,四通股份
sh603602,纵横通信
sz300497,富祥药业
sz300482,万孚生物
sh603066,音飞储存
sh603987,康德莱
sh603027,千禾味业
sz300586,美联新材
sz300549,优德精密
sz300600,国瑞科技
sz002829,星网宇达
sh603029,天鹅股份
sh603319,湘油泵
sh603444,吉比特
sh603258,电魂网络
sh688179,阿拉丁
sz002812,恩捷股份
sz300499,高澜股份
sz300509,新美星
sz300542,新晨科技
sh603639,海利尔
sh603658,安图生物
sh603822,嘉澳环保
sz300503,昊志机电
sh603007,ST花王
sh688078,龙软科技
sh603369,今世缘
sh603313,梦百合
sz300508,维宏股份
sz300570,太辰光
sz300531,优博讯
sz300525,博思软件
sz002825,纳尔股份
sz300545,联得装备
sz300543,朗科智能
sh603819,神力股份
sz002830,名雕股份
sh603598,引力传媒
sh603300,华铁应急
sz002785,万里石
sz002816,和科达
sh603689,皖天然气
sz002805,丰元股份
sz300665,飞鹿股份
sz301116,益客食品
sh603067,振华股份
sh603858,步长制药
sh603886,元祖股份
sh603682,锦和商业
sh603345,安井食品
sz002835,同为股份
sz300434,金石亚药
sz002810,山东赫达
sz002765,蓝黛科技
sz300539,横河精密
sh603737,三棵树
sh603778,乾景园林
sh603398,沐邦高科
sh603223,恒通股份
sz300502,新易盛
sh603016,新宏泰
sh603628,清源股份
sz300493,润欣科技
sz300938,信测标准
sz300847,中船汉光
sz300631,久吾高科
sh603505,金石资源
sh603416,信捷电气
sh603239,浙江仙通
sh603203,快克股份
sz300561,汇金科技
sz300564,筑博设计
sz300569,天能重工
sh603186,华正新材
sh603098,森特股份
sh601858,中国科传
sh603035,常熟汽饰
sh603633,徕木股份
sz002824,和胜股份
sz002836,新宏泽
sz002842,翔鹭钨业
sz002865,钧达股份
sz300550,和仁科技
sz300553,集智股份
sz300556,丝路视觉
sz300558,贝达药业
sz300560,中富通
sh688196,卓越新能
sh603983,丸美股份
sh603968,醋化股份
sh603888,新华网
sh603716,塞力医疗
sh603708,家家悦
sh603669,灵康药业
sh603559,中通国脉
sz300548,博创科技
sz300551,古鳌科技
sz300541,先进数通
sz300538,同益股份
sz300540,蜀道装备
sz300451,创业慧康
sz300457,赢合科技
sz300459,汤姆猫
sz300487,蓝晓科技
sz300515,三德科技
sz300458,全志科技
sz300481,濮阳惠成
sh603322,超讯通信
sz300413,芒果超媒
sh688588,凌志软件
sz300384,三联虹普
sz300832,新产业
sh688681,科汇股份
sz300838,浙江力诺
sz301062,上海艾录
sh688639,华恒生物
sz300721,怡达股份
sz300582,英飞特
sz300557,理工光科
sh603187,海容冷链
sz300395,菲利华
sz002729,好利科技
sz300392,*ST腾信
sz300393,中来股份
sh603306,华懋科技
sh603043,广州酒家
sh603188,亚邦股份
sz300408,三环集团
sh603336,宏辉果蔬
sh688106,金宏气体
sh601127,小康股份
sh603013,亚普股份
sh603320,迪贝电气
sh603612,索通发展
sz300736,百邦科技
sz300623,捷捷微电
sz002982,湘佳股份
sz002840,华统股份
sh603681,永冠新材
sz300428,立中集团
sh603863,松炀资源
sz300715,凯伦股份
sh603797,联泰环保
sz300563,神宇股份
sh603315,福鞍股份
sz300657,弘信电子
sh603869,新智认知
sz300624,万兴科技
sz002833,弘亚数控
sh688739,成大生物
sh603885,吉祥航空
sz002730,电光科技
sz300398,飞凯材料
sz300401,花园生物
sh603010,万盛股份
sh603018,华设集团
sh603606,东方电缆
sh603169,兰石重装
sz300562,乐心医疗
sz300565,科信技术
sz002845,同兴达
sh603585,苏利股份
sh688300,联瑞新材
sh603578,三星新材
sh605098,行动教育
sz300922,天秦装备
sz300607,拓斯达
sh603456,九洲药业
sz301263,泰恩康
sh603517,绝味食品
sh603577,汇金通
sh603668,天马科技
sh603388,元成股份
sh603298,杭叉集团
sh603966,法兰泰克
sz002741,光华科技
sh603990,麦迪科技
sz300587,天铁股份
sz300839,博汇股份
sz003026,中晶科技
sz300935,盈建科
sh603011,合锻智能
sh601015,陕西黑猫
sz002731,萃华珠宝
sh603988,中电电机
sz300406,九强生物
sh603019,中科曙光
sz300575,中旗股份
sz300769,德方纳米
sh688680,海优新材
sh688579,山大地纬
sh688711,宏微科技
sh688296,和达科技
sz300967,晓鸣股份
sh688067,爱威科技
sz002837,英维克
sz300504,天邑股份
sz300686,智动力
sh603833,欧派家居
sh688800,瑞可达
sh603161,科华控股
sz301127,天源环保
sz300795,米奥会展
sz002742,三圣股份
sz003816,中国广核
sz300566,激智科技
sh605305,中际联合
sh688328,深科达
sh688565,力源科技
sh603600,永艺股份
sz301213,观想科技
sz301118,恒光股份
sz002841,视源股份
sh603928,兴业股份
sh603877,太平鸟
sh603637,镇海股份
sh603618,杭电股份
sh603939,益丰药房
sh603998,方盛制药
sz002732,燕塘乳业
sz002735,王子新材
sz002848,高斯贝尔
sz300407,凯发电气
sz300409,道氏技术
sh603368,柳药股份
sh601226,华电重工
sz002857,三晖电气
sh603518,锦泓集团
sh603218,日月股份
sh603086,先达股份
sh603568,伟明环保
sh603022,新通联
sh603898,好莱客
sh601689,拓普集团
sh603579,荣泰健康
sh603638,艾迪精密
sh603603,*ST博天
sh603823,百合花
sh603228,景旺电子
sz300615,欣天科技
sz002960,青鸟消防
sh603080,新疆火炬
sh601528,瑞丰银行
sz300443,金雷股份
sz300422,博世科
sz300416,苏试试验
sz300426,唐德影视
sh603901,永创智能
sh603177,德创环保
sh603677,奇精机械
sh603538,美诺华
sh601020,ST华钰
sz002858,力盛赛车
sh688377,迪威尔
sz301089,拓新药业
sz301126,达嘉维康
sz301057,汇隆新材
sz300943,春晖智控
sh603309,维力医疗
sh688216,气派科技
sh603037,凯众股份
sh603811,诚意药业
sh603039,ST泛微
sz300682,朗新科技
sz300420,五洋停车
sz300440,运达科技
sz300374,中铁装配
sh603118,共进股份
sh601966,玲珑轮胎
sz002750,龙津药业
sz300425,中建环能
sz002737,葵花药业
sh603636,南威软件
sh603588,高能环境
sh603017,中衡设计
sh601021,春秋航空
sz300412,迦南科技
sz300411,金盾股份
sz300410,正业科技
sz002738,中矿资源
sh603788,宁波高发
sh603889,新澳股份
sz002850,科达利
sz002861,瀛通通讯
sz300606,金太阳
sz300619,金银河
sh603626,科森科技
sh603881,数据港
sh688096,京源环保
sz300436,广生堂
sz300394,天孚通信
sz300427,红相股份
sh603040,新坐标
sz300571,平治信息
sz300578,会畅通讯
sh603303,得邦照明
sz300580,贝斯特
sz300598,诚迈科技
sh603358,华达科技
sh603038,华立股份
sz002867,周大生
sh603318,水发燃气
sh603030,全筑股份
sh603158,腾龙股份
sh603789,星光农机
sz300424,航新科技
sh603808,歌力思
sh603117,ST万林
sh603116,红蜻蜓
sh603613,国联股份
sz300423,昇辉科技
sz300430,诚益通
sz300433,蓝思科技
sz300460,惠伦晶体
sh603165,荣晟环保
sz300488,恒锋工具
sh603268,松发股份
sh603839,安正时尚
sh603360,百傲化学
sz002953,日丰股份
sh603567,珍宝岛
sz300429,强力新材
sh603025,大豪科技
sh688191,智洋创新
sz300438,鹏辉能源
sz300449,汉邦高科
sz002979,雷赛智能
sz300450,先导智能
sz300526,*ST中潜
sh603860,中公高科
sz300446,*ST乐材
sh603108,润达医疗
sz300435,中泰股份
sz300495,*ST美尚
sh603519,立霸股份
sz002734,利民股份
sh603611,诺力股份
sh603678,火炬电子
sh603601,再升科技
sh603558,健盛集团
sh601069,西部黄金
sz300418,昆仑万维
sz300417,南华仪器
sz300415,伊之密
sz300364,中文在线
sz002740,ST爱迪尔
sz002739,万达电影
sh603899,晨光股份
sh603698,航天工程
sz002749,国光股份
sz002768,国恩股份
sz300859,*ST西域
sh603665,康隆达
sh603908,牧高笛
sh603937,丽岛新材
sh605168,三人行
sh603208,江山欧派
sh603338,浙江鼎力
sh603032,德新交运
sz300987,川网传媒
sz300684,中石科技
sz300597,吉大通信
sz300581,晨曦航空
sz300576,容大感光
sz002855,捷荣技术
sz002972,科安达
sh603883,老百姓
sz300455,康拓红外
sz300447,全信股份
sz002942,新农股份
sz300464,星徽股份
sh603021,山东华鹏
sz300439,美康生物
sz300414,中光防雷
sz300404,博济医药
sz301079,邵阳液压
sz300835,龙磁科技
sz300673,佩蒂股份
sz002753,永东股份
sz300465,高伟达
sz301070,开勒股份
sh688095,福昕软件
sh603997,继峰股份
sh603969,银龙股份
sh603828,柯利达
sz300421,力星股份
sh603015,弘讯科技
sh603222,济民医疗
sh688393,安必平
sh603089,正裕工业
sz300573,兴齐眼药
sh688359,三孚新科
sz002846,英联股份
sz002847,盐津铺子
sz300592,华凯创意
sz300898,熊猫乳品
sh603348,文灿股份
sh605377,华旺科技
sz002747,埃斯顿
sh603199,九华旅游
sh603020,爱普股份
sh603012,创力集团
sh603238,诺邦股份
sh603337,杰克股份
sh603817,海峡环保
sh688379,华光新材
sh603217,元利科技
sz300678,中科信息
sz300568,星源材质
sh603330,上海天洋
sz002853,皮阿诺
sh603378,亚士创能
sh603615,茶花股份
sz300823,建科机械
sh603656,泰禾智能
sh600996,贵广网络
sh603393,新天然气
sz300617,安靠智电
sh603630,拉芳家化
sh603955,大千生态
sz300437,清水源
sz300442,普丽盛
sz002849,威星智能
sz001205,盛航股份
sz300865,大宏立
sz002786,银宝山新
sz300659,中孚信息
sh603896,寿仙谷
sh603138,海量数据
sz002852,道道全
sh603960,克来机电
sz300970,华绿生物
sz300647,超频三
sh603768,常青股份
sh603903,中持股份
sh603991,至正股份
sz002952,亚世光电
sz300941,创识科技
sz300855,图南股份
sh688500,慧辰股份
sh688798,艾为电子
sh688701,卓锦股份
sh688663,新风光
sz002967,广电计量
sh688215,瑞晟智能
sh688003,天准科技
sz300786,国林科技
sz300925,法本信息
sz301082,久盛电气
sz301188,力诺特玻
sz301248,杰创智能
sz001296,长江材料
sh603191,望变电气
sh603439,贵州三力
sz300577,开润股份
sz003002,壶化股份
sz002961,瑞达期货
sz002875,安奈儿
sz002774,快意电梯
sz300867,圣元环保
sz300800,力合科技
sh601952,苏垦农发
sh603396,金辰股份
sh603133,碳元科技
sh603178,圣龙股份
sh603179,新泉股份
sh603385,惠达卫浴
sh603787,新日股份
sh603920,世运电路
sh603078,江化微
sz002862,实丰文化
sh603096,新经典
sz300958,建工修复
sz002906,华阳集团
sh603050,科林电气
sh603758,秦安股份
sh688398,赛特新材
sh603279,景津装备
sz300972,万辰生物
sh688135,利扬芯片
sz300787,海能实业
sz002878,元隆雅图
sh603536,惠发食品
sh603906,龙蟠科技
sh603113,金能科技
sh603041,美思德
sh603180,金牌厨柜
sz300756,金马游乐
sh688357,建龙微纳
sz003020,立方制药
sh603826,坤彩科技
sh603269,海鸥股份
sh603680,今创集团
sz002868,绿康生化
sh603197,保隆科技
sz300583,赛托生物
sh603232,格尔软件
sz002882,金龙羽
sh603229,奥翔药业
sh605069,正和生态
sh603855,华荣股份
sh603127,昭衍新药
sz002870,香山股份
sz002859,洁美科技
sz300813,泰林生物
sz300589,江龙船艇
sh603058,永吉股份
sh603200,上海洗霸
sh603501,韦尔股份
sh603586,金麒麟
sh603926,铁流股份
sz300868,杰美特
sz300612,宣亚国际
sz300601,康泰生物
sz300585,奥联电子
sz003041,真爱美家
sh603139,康惠制药
sz002902,铭普光磁
sz002860,星帅尔
sz300945,曼卡龙
sh688156,路德环境
sz301024,霍普股份
sh688180,君实生物
sz300613,富瀚微
sz300590,移为通信
sz300588,熙菱信息
sz300618,寒锐钴业
sh603496,恒为科技
sh603721,中广天择
sh603728,鸣志电器
sz300616,尚品宅配
sh603081,大丰实业
sz002863,今飞凯达
sz002869,金溢科技
sz002871,伟隆股份
sz002872,ST天圣
sz002876,三利谱
sh603776,永安行
sz002873,新天药业
sh603879,永悦科技
sz300853,申昊科技
sz300654,世纪天鸿
sz300854,中兰环保
sh603105,芯能科技
sh603773,沃格光电
sh605183,确成股份
sz301237,和顺科技
sz002965,祥鑫科技
sh603335,迪生力
sh603488,展鹏科技
sh603679,华体科技
sh603856,东宏股份
sz300638,广和通
sz300675,建科院
sz300996,普联软件
sz301098,金埔园林
sh603316,诚邦股份
sh603331,百达精工
sz300645,正元智慧
sz003025,思进智能
sz300584,海辰药业
sz300591,万里马
sz300595,欧普康视
sz300599,雄塑科技
sz300602,飞荣达
sz300605,恒锋信息
sz300608,思特奇
sz300639,凯普生物
sz300610,晨化股份
sz300724,捷佳伟创
sh601068,中铝国际
sz300971,博亚精工
sh688518,联赢激光
sh600927,永安期货
sz301135,瑞德智能
sh688388,嘉元科技
sh688733,壹石通
sz301042,安联锐视
sh605298,必得科技
sz300738,奥飞数据
sz301040,中环海陆
sz300980,祥源新材
sz301168,通灵股份
sh688669,聚石化学
sz300883,龙利得
sz002943,宇晶股份
sz300829,金丹科技
sz300807,天迈科技
sz300948,冠中生态
sz300705,九典制药
sh688367,工大高科
sh688310,迈得医疗
sh601860,紫金银行
sh603527,众源新材
sz300981,中红医疗
sz301013,利和兴
sh603045,福达合金
sh688556,高测股份
sz300780,德恩精工
sz300788,中信出版
sz300920,润阳科技
sh688153,唯捷创芯
sh688319,欧林生物
sh603693,江苏新能
sz003042,中农联合
sh688239,航宇科技
sh601658,邮储银行
sh688277,天智航
sh688339,亿华通
sz002958,青农商行
sh688317,之江生物
sz300830,金现代
sh603277,银都股份
sz001979,招商蛇口
sh688596,正帆科技
sz301258,富士莱
sz301076,新瀚新材
sz301060,兰卫医学
sz301221,光庭信息
sh688133,泰坦科技
sz003015,日久光电
sz300975,商络电子
sh688679,通源环境
sh688257,新锐股份
sh688167,炬光科技
sz300776,帝尔激光
sz300737,科顺股份
sh688269,凯立新材
sz300818,耐普矿机
sz301206,三元生物
sz300877,金春股份
sz300899,上海凯鑫
sh688150,莱特光电
sz300869,康泰医学
sz300748,金力永磁
sz300749,顶固集创
sh603155,新亚强
sz300848,美瑞新材
sh688395,正弦电气
sz301011,华立科技
sz300860,锋尚文化
sh688550,瑞联新材
sz300825,阿尔特
sz301030,仕净科技
sz301178,天亿马
sz003001,中岩大地
sz300872,天阳科技
sz300906,日月明
sh688086,*ST紫晶
sh688163,赛伦生物
sz300763,锦浪科技
sz300774,倍杰特
sz300875,捷强装备
sz300902,国安达
sz300950,德固特
sh601155,新城控股
sh688255,凯尔达
sh688076,诺泰生物
sz300991,创益通
sh688159,有方科技
sh688390,固德威
sh603357,设计总院
sz300630,普利制药
sh603157,退市拉夏
sh603619,中曼石油
sh603711,香飘飘
sh688590,新致软件
sh603880,南卫股份
sh603938,三孚股份
sh603985,恒润股份
sh603079,圣达生物
sh688589,力合微
sz300663,科蓝软件
sz300701,森霸传感
sh688208,道通科技
sz002880,卫光生物
sz002884,凌霄泵业
sz002935,天奥电子
sz300603,立昂技术
sz300620,光库科技
sz300626,华瑞股份
sz300635,中达安
sz300636,同和药业
sz300637,扬帆新材
sz300662,科锐国际
sz300670,大烨智能
sh688170,德龙激光
sh603093,南华期货
sh603042,华脉科技
sh603063,XD禾望电
sh603196,日播时尚
sh603387,基蛋生物
sh603587,地素时尚
sh603970,中农立华
sz300908,仲景食品
sz300767,震安科技
sz002866,传艺科技
sz002877,智能自控
sz002879,长缆科技
sz002886,沃特股份
sz002893,华通热力
sz002900,哈三联
sh605303,园林股份
sz300661,圣邦股份
sz300699,光威复材
sz300708,聚灿光电
sh603978,深圳新星
sz300633,开立医疗
sz300628,亿联网络
sz300627,华测导航
sz300695,兆丰股份
sz300622,博士眼镜
sz300621,维业股份
sz300625,三雄极光
sz300611,美力科技
sz300609,汇纳科技
sh688218,江苏北人
sh688335,复洁环保
sz300700,岱勒新材
sh603700,宁水集团
sh688677,海泰新光
sh688580,伟思医疗
sh603236,移远通信
sh688138,清溢光电
sz301113,雅艺科技
sh688737,中自科技
sh688516,奥特维
sh688267,中触媒
sh603565,中谷物流
sh688127,蓝特光学
sz301083,百胜智能
sz300976,达瑞电子
sz300775,三角防务
sz003030,祖名股份
sh603516,淳中科技
sh603055,台华新材
sz300953,震裕科技
sz300801,泰和科技
sz300685,艾德生物
sz300652,雷迪克
sz300648,星云股份
sh603535,嘉诚国际
sh603233,大参林
sz002949,华阳国际
sz300837,浙矿股份
sh601019,山东出版
sh603289,泰瑞机器
sz300514,友讯达
sz300643,万通智控
sz300650,太龙股份
sh688286,敏芯股份
sz300676,华大基因
sh603226,菲林格尔
sh603110,东方材料
sh603697,有友食品
sh603963,大理药业
sh688309,*ST恒誉
sz300653,正海生物
sz002883,中设股份
sh603717,天域生态
sh688056,莱伯泰科
sh603329,上海雅仕
sh603648,畅联股份
sz002909,集泰股份
sh603683,晶华新材
sh603809,豪能股份
sh603916,苏博特
sh603933,睿能科技
sz300963,中洲特材
sz300658,延江股份
sz300703,创源股份
sz300690,双一科技
sz300680,隆盛科技
sz300651,金陵体育
sz300649,杭州园林
sz300642,透景生命
sz300641,正丹股份
sz300604,长川科技
sz300554,三超新材
sz002887,绿茵生态
sz300929,华骐环保
sh603286,日盈电子
sz002889,东方嘉盛
sh688611,杭州柯林
sh605196,华通线缆
sh688793,倍轻松
sz300909,汇创达
sz301077,星华反光
sh688226,威腾电气
sz301020,密封科技
sz003017,大洋生物
sh688303,大全能源
sh601949,中国出版
sz002890,弘宇股份
sh603757,大元泵业
sh603458,勘设股份
sh603326,我乐家居
sh603260,合盛硅业
sh601619,嘉泽新能
sz300667,必创科技
sz300660,江苏雷利
sz300655,晶瑞电材
sz002827,高争民爆
sh603813,原尚股份
sh603980,吉华集团
sz300666,江丰电子
sz301106,骏成科技
sh603596,伯特利
sz301035,润丰股份
sh688577,浙海德曼
sz301166,优宁维
sh603956,威派格
sz002997,瑞鹄模具
sz301120,新特电气
sz301096,百诚医药
sh688131,皓元医药
sz301073,君亭酒店
sh688513,苑东生物
sh605100,华丰股份
sh688595,芯海科技
sz300614,百川畅银
sh688536,思瑞浦
sh603617,君禾股份
sh603882,金域医学
sz300817,双飞股份
sz003006,百亚股份
sz300656,民德电子
sh603136,天目湖
sz301092,争光股份
sz301148,嘉戎技术
sz300791,仙乐健康
sz300671,富满微
sz301117,佳缘科技
sz002888,惠威科技
sz300888,稳健医疗
sh603801,志邦家居
sz300815,玉禾田
sz300693,盛弘股份
sz300706,阿石创
sz300761,立华股份
sz300640,德艺文创
sz002885,京泉华
sh603707,健友股份
sh603922,金鸿顺
sh603380,易德龙
sh603305,旭升股份
sz002898,赛隆药业
sz002881,美格智能
sz300681,英搏尔
sz300796,贝斯美
sh603595,东尼电子
sz001317,三羊马
sh603129,春风动力
sz300688,创业黑马
sz300677,英科医疗
sz300926,博俊科技
sz301218,华是科技
sh605111,新洁能
sz300836,佰奥智能
sh688052,纳芯微
sh605299,舒华体育
sh688238,和元生物
sh688555,泽达易盛
sh688625,呈和科技
sz002891,中宠股份
sz300712,永福股份
sh603106,恒银科技
sh603365,水星家纺
sh688160,步科股份
sz301149,隆华新材
sz300792,壹网壹创
sz300983,尤安设计
sz300986,志特新材
sz301007,德迈仕
sz301212,联盛化学
sz300669,沪宁股份
sz300672,国科微
sz300691,联合光电
sz300668,杰恩设计
sh688058,宝兰德
sz002895,川恒股份
sz002901,大博医疗
sh603500,祥和实业
sh603976,正川股份
sz002897,意华股份
sz001218,丽臣实业
sh603181,皇马科技
sh603321,梅轮电梯
sh603363,傲农生物
sh603386,广东骏亚
sh603557,ST起步
sh603605,珀莱雅
sh603183,建研院
sz300683,海特生物
sh688148,芳源股份
sh688299,长阳科技
sz301131,聚赛龙
sz300964,本川智能
sh603076,乐惠国际
sh603083,剑桥科技
sh603087,甘李药业
sz300687,赛意信息
sh605151,西上海
sz002920,德赛西威
sz002892,科力尔
sh603499,翔港科技
sz300679,电连技术
sh601298,青岛港
sz003033,征和工业
sz002970,锐明技术
sh688118,普元信息
sh603967,中创物流
sz002918,蒙娜丽莎
sh603429,集友股份
sh603533,掌阅科技
sz300689,澄天伟业
sh603283,赛腾股份
sz300723,一品红
sz002911,佛燃能源
sh603659,璞泰来
sz300743,天地数码
sz300949,奥雅设计
sh601330,绿色动力
sh603103,横店影视
sh603214,爱婴室
sh603392,万泰生物
sz300720,海川智能
sh603507,振江股份
sh603709,中源家居
sh603917,合力科技
sh605108,同庆楼
sh605296,神农集团
sh688020,方邦股份
sz300717,华信新材
sz300698,万马科技
sz300713,英可瑞
sz002896,中大力德
sz002899,英派斯
sz003036,泰坦股份
sz002919,名臣健康
sz002921,联诚精密
sz002929,润建股份
sz300692,中环环保
sz300696,爱乐达
sz300697,电工合金
sz002903,宇环数控
sz301031,中熔电气
sz300866,安克创新
sz300886,华业香料
sz301026,浩通科技
sh603893,瑞芯微
sh688089,嘉必优
sh688060,云涌科技
sh605006,山东玻纤
sh603829,洛凯股份
sh603655,朗博科技
sh603506,南都物业
sh603466,风语筑
sh600968,海油发展
sz002908,德生科技
sz002912,中新赛克
sz300709,精研科技
sz300730,科创信息
sz300878,维康药业
sz002930,宏川智慧
sz002969,嘉美包装
sz002907,华森制药
sz301069,凯盛新材
sh688601,力芯微
sh688283,坤恒顺维
sz301185,鸥玛软件
sz301071,力量钻石
sz001202,炬申股份
sh688265,南模生物
sh688678,福立旺
sz300856,科思股份
